NOME,PRODUTTORE,ANNO,PROVENIENZA,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
SYLVANER,Pliger-Kuen-Hof,,ALTO ADIGE,"€13,95","€18,14",6,"€83,70"
SYLVANER,Valle Isarco,,ALTO ADIGE,"€6,50","€8,45",30,"€195,00"
SYLVANER,Abb.Novacella,,ALTO ADIGE,"€8,50","€11,05",12,"€102,00"
SYLVANER,Haderburg,,ALTO ADIGE,"€9,50","€12,35",0,"€0,00"
SYLVANER,Kuenhof,,ALTO ADIGE,"€9,90","€12,87",0,"€0,00"
SYLVANER,Muri Gries,2011,ALTO ADIGE,"€4,75","€6,18",0,"€0,00"
SYLVANER,Nossing,2012,ALTO ADIGE,"€12,00","€15,60",0,"€0,00"
SYLVANER,Kofererhof,2021,ALTO ADIGE,"€17,90","€23,27",0,"€0,00"
SYLVANER,Boeckel,2003,FRANCIA,"€6,00","€7,80",0,"€0,00"
SYLVANER ALTE REBEN,Pacherof,,ALTO ADIGE,"€19,50","€25,35",0,"€0,00"
SYLVANER ARISTOS,Valle Isarco,,ALTO ADIGE,"€12,50","€16,25",12,"€150,00"
SYLVANER PALLADIUM,Martini&Sohn,,ALTO ADIGE,"€6,10","€7,93",0,"€0,00"
SYLVANER PRAEPOSITUS,Abb.Novacella,,ALTO ADIGE,"€12,00","€15,60",0,"€0,00"
SYNTHESY,Paternoster,2016,BASILICATA,"€7,60","€9,88",48,"€364,80"
SYRAH,Rossi Di Medelana,,LAZIO,"€6,50","€8,45",0,"€0,00"
SYRAH,Spadafora,,SICILIA,"€6,50","€8,45",0,"€0,00"
SYRAH,Gurrieri,,SICILIA,"€7,00","€9,10",0,"€0,00"
SYRAH,Orestiadi,,SICILIA,"€6,80","€8,84",0,"€0,00"
SYRAH,Zonin,,SICILIA,"€5,60","€7,28",0,"€0,00"
SYRAH,Tenuta La Novella,,TOSCANA,"€18,50","€24,05",0,"€0,00"
SYRAH,Santa Ana,,ARGENTINA,"€8,00","€10,40",0,"€0,00"
"SYRAH "" CASE VIA""",Fontodi,2006,TOSCANA,"€19,00","€24,70",0,"€0,00"
SYRAH 05,Tua Rita,,TOSCANA,"€57,00","€74,10",0,"€0,00"
SYRAH CORTONA,D'Alessandro,,TOSCANA,"€6,20","€8,06",0,"€0,00"
SYRAH IGT,Mandrarossa,,SICILIA,"€4,80","€6,24",18,"€86,40"
SYRAH IGT,Cusumano,2010,SICILIA,"€3,70","€4,81",0,"€0,00"
SYRAH IL BOSCO,D'Alessandro,,TOSCANA,"€17,00","€22,10",0,"€0,00"
SYRAH IL BOSCO,D'Alessandro,2018,TOSCANA,"€23,00","€29,90",0,"€0,00"
SYRAH IL BOSCO,D'Alessandro,2009,TOSCANA,"€19,80","€25,74",0,"€0,00"
SYRAH MAROCCOLI,Planeta,2008,SICILIA,"€12,00","€15,60",0,"€0,00"
T.S MICHELE ETNA BIANCO,Murgo,,SICILIA,"€9,50","€12,35",0,"€0,00"
TAIF(ZIBIBBO SECCO),Fina,,SICILIA,"€7,20","€9,36",12,"€86,40"
TAILLEFER,Bordeaux,,DUBOS,"€24,00","€31,20",0,"€0,00"
TALBOT VIGNE&DESIGN,Bordeaux,,,"€64,00","€83,20",0,"€0,00"
TAMBÈ ROSATO,Capichera,,SARDEGNA,"€8,00","€10,40",0,"€0,00"
TANCREDI,Donnafugata,,SICILIA,"€11,50","€14,95",0,"€0,00"
TANNENBERG,Manicor,,ALTO ADIGE,"€15,50","€20,15",0,"€0,00"
TARANTA ROSÈ,Vetrerè,,PUGLIA,"€5,00","€6,50",0,"€0,00"
TARDIVO MA NON TARDO,Santa Barbara,,MARCHE,"€22,00","€28,60",0,"€0,00"
TASCANTE,Tasca D'Almerita,,SICILIA,"€18,00","€23,40",0,"€0,00"
TAULETO,Cesari,,EMILIA ROMAGNA,"€29,50","€38,35",0,"€0,00"
TAURASI,Boccella Rosa,,BASILICATA,"€22,00","€28,60",0,"€0,00"
TAURASI,Amarano,,CAMPANIA,"€18,00","€23,40",0,"€0,00"
TAURASI,Caggiano,,CAMPANIA,"€23,00","€29,90",0,"€0,00"
TAURASI,Terredora,2005,CAMPANIA,"€14,00","€18,20",0,"€0,00"
TAURASI,Di Prisco,2006,CAMPANIA,"€18,50","€24,05",0,"€0,00"
TAURASI,Di Prisco,2008,CAMPANIA,"€16,00","€20,80",0,"€0,00"
TAURASI,Villa Raiano,2008,CAMPANIA,"€13,00","€16,90",0,"€0,00"
TAURASI,Terredora,2001,CAMPANIA,"€12,00","€15,60",0,"€0,00"
TAURASI 15,Scuotto,,CAMPANIA,"€13,50","€17,55",0,"€0,00"
TAURASI CAMPOR,Terredora,2001,CAMPANIA,"€20,00","€26,00",0,"€0,00"
TAURASI PER BENEFICENZA,Terredora,,CAMPANIA,"€20,00","€26,00",0,"€0,00"
TAURASI POLIPHEMO,Tecce,,CAMPANIA,"€29,40","€38,22",0,"€0,00"
TAURASI RADICI,Mastroberardino,2019,CAMPANIA,"€20,00","€26,00",6,"€120,00"
TAURASI RADICI RIS.,Mastroberardino,2017,CAMPANIA,"€30,00","€39,00",6,"€180,00"
TAURASI RISERVA,Quintodecimo,,CAMPANIA,"€86,00","€111,80",0,"€0,00"
TAURASI RISERVA,Mastroberardino,2018,CAMPANIA,"€48,00","€62,40",5,"€240,00"
TAURASI VIGNA QUATTRO CONFINI,Ferrara Benito,,CAMPANIA,"€18,50","€24,05",0,"€0,00"
TAURASINI,Boccella Rosa,,BASILICATA,"€13,00","€16,90",0,"€0,00"
TAVEL,D'Aqueria Chate,,FRANCIA,"€9,90","€12,87",0,"€0,00"
TEGRIMO,Castelpietraio,,TOSCANA,"€5,70","€7,41",0,"€0,00"
TELLUS CHARDONNAY,Falesco,,LAZIO,"€5,70","€7,41",0,"€0,00"
TELLUS IGT,Falesco,,LAZIO,"€6,60","€8,58",18,"€118,80"
TEMPESTA,Santa Maria La Nave,,SICILIA,"€53,00","€68,90",0,"€0,00"
TEMPRANILLO,Casale Del Giglio,,LAZIO,"€9,50","€12,35",0,"€0,00"
TENOROS,Andor,,,"€10,50","€13,65",0,"€0,00"
TENUTA VALGIANO,Valgiano,,TOSCANA,"€42,00","€54,60",0,"€0,00"
TEREBINTO GRILLO 21,Planeta,,SICILIA,"€6,00","€7,80",0,"€0,00"
TERGENO,Zerbina,,EMILIA ROMAGNA,"€10,00","€13,00",0,"€0,00"
TERLANER GRAND CUVEE,Terlano,2017,ALTO ADIGE,"€135,00","€175,50",0,"€0,00"
TERLANER RARYTI,Terlano,,ALTO ADIGE,"€150,00","€195,00",0,"€0,00"
TERLANO CLASSICO,Terlano,2016,ALTO ADIGE,"€11,00","€14,30",18,"€198,00"
TERMINUM,Tramin,2006,ALTO ADIGE,"€25,50","€33,15",0,"€0,00"
TERMINUM,Tramin,2024,ALTO ADIGE,"€30,00","€39,00",,"€0,00"
TEROLDEGO,Cantina D'Isera,,TRENTINO,"€3,90","€5,07",0,"€0,00"
TEROLDEGO,Cembra,,TRENTINO,"€5,00","€6,50",0,"€0,00"
TEROLDEGO,Delaiti,,TRENTINO,"€7,20","€9,36",0,"€0,00"
TEROLDEGO,Bolognani,,TRENTINO,"€5,95","€7,74",0,"€0,00"
TEROLDEGO,Donati,,TRENTINO,"€5,70","€7,41",0,"€0,00"
TEROLDEGO ANGELO,Fedrizzi,,TRENTINO,"€8,20","€10,66",0,"€0,00"
TEROLDEGO FORADORI ROTALIANO,Foradori,,TRENTINO,"€10,80","€14,04",0,"€0,00"
TEROLDEGO GRANATO MAG.,Foradori,,TRENTINO,"€45,40","€59,02",0,"€0,00"
TEROLDEGO MAGNUM,Donati,,TRENTINO,"€10,00","€13,00",0,"€0,00"
TEROLDEGO MOREI,Foradori,,TRENTINO,"€16,00","€20,80",0,"€0,00"
TEROLDEGO RIS BAGOLARI,Donati,,TRENTINO,"€7,30","€9,49",12,"€87,60"
TEROLDEGO ROTALIANO,Zeni,,TRENTINO,"€6,10","€7,93",0,"€0,00"
TEROLDEGO ROTALIANO,Vivallis,,TRENTINO,"€2,70","€3,51",0,"€0,00"
TERRA DI COVIGNANO,San Valentino,,EMILIA ROMAGNA,"€11,90","€15,47",0,"€0,00"
TERRA DI LAVORO,Galardi,2016,CAMPANIA,"€28,00","€36,40",0,"€0,00"
TERRA DI LAVORO MG 06,Galardi,,CAMPANIA,"€77,00","€100,10",0,"€0,00"
TERRA DI MEZZO,Fattoria La Monacesca,,MARCHE,"€12,90","€16,77",0,"€0,00"
TERRA DI ROSSO,Galardi,2019,CAMPANIA,"€15,00","€19,50",0,"€0,00"
TERRADONNA ROSATO,Terradonna,,TOSCANA,"€6,00","€7,80",0,"€0,00"
TERRALBA,Lispida,,FRIULI VENEZIA GIULIA,"€8,70","€11,31",0,"€0,00"
TERRANO,Castelvecchio,,FRIULI VENEZIA GIULIA,"€10,00","€13,00",6,"€60,00"
TERRANO,Kante,,FRIULI VENEZIA GIULIA,"€10,00","€13,00",0,"€0,00"
TERRANO,Parovel,,FRIULI VENEZIA GIULIA,"€10,10","€13,13",0,"€0,00"
TERRANO,Skerk,,FRIULI VENEZIA GIULIA,"€14,00","€18,20",0,"€0,00"
TERRANO,Zidarich,2018,FRIULI VENEZIA GIULIA,"€13,80","€17,94",0,"€0,00"
TERRANO,Cotar,,SLOVENIA,"€11,65","€15,15",0,"€0,00"
TERRE ALTE,Felluga L.,,FRIULI VENEZIA GIULIA,"€43,50","€56,55",18,"€783,00"
TERRE ALTE MAGNUM,Felluga L.,,FRIULI VENEZIA GIULIA,"€75,00","€97,50",0,"€0,00"
TERRE BIANCHE,Sella&Mosca,,SARDEGNA,"€8,00","€10,40",0,"€0,00"
TERRE BRUNE,Santadi,,SARDEGNA,"€26,00","€33,80",0,"€0,00"
TERRE DI GALATRONA,Petrolo,2000,TOSCANA,"€7,00","€9,10",0,"€0,00"
TERRE DI LAVORO,Terre Di Lavoro,,CAMPANIA,"€26,00","€33,80",0,"€0,00"
TERRE DI SOFIA,Maurigi,,SICILIA,"€14,00","€18,20",0,"€0,00"
TERRE SICILIANE G,Franchetti,2017,SICILIA,"€25,00","€32,50",0,"€0,00"
TERRE SICILIANE PORCARIA,Franchetti,2017,SICILIA,"€29,50","€38,35",0,"€0,00"
TERRE VERDIANE,Ceci,,EMILIA ROMAGNA,"€4,05","€5,27",0,"€0,00"
TERRE VIGNA ALTA,Badia Di Morrona,,TOSCANA,"€14,00","€18,20",0,"€0,00"
TERREFORT,Quancarde,,FRANCIA,"€5,00","€6,50",0,"€0,00"
TERROIRS,Agrapart,,CHAMPAGNE,"€65,50","€85,15",4,"€262,00"
TESTA MATTA,Bibi Graetz,,TOSCANA,"€40,00","€52,00",0,"€0,00"
TESTA MATTA MAGNUM,Bibi Graetz,,TOSCANA,"€85,00","€110,50",0,"€0,00"
TESTA ROSSA ROSATO,Pasetti,,ABRUZZO,"€6,20","€8,06",42,"€260,40"
TESTAL (CORVINA),Nicolas,,VENETO,"€10,00","€13,00",0,"€0,00"
THAORS ROSATO,Cantina Monti,,SARDEGNA,"€3,30","€4,29",0,"€0,00"
THEA BIANCO,Tre Monti,2016,EMILIA ROMAGNA,"€10,00","€13,00",0,"€0,00"
TIAREBLÙ (CAB+MERL),Livon,2001,FRIULI VENEZIA GIULIA,"€10,00","€13,00",0,"€0,00"
TIGNANELLO,Antinori,2001,TOSCANA,"€28,00","€36,40",0,"€0,00"
TIGNANELLO,Antinori,2004,TOSCANA,"€29,50","€38,35",1,"€29,50"
TIGNANELLO,Antinori,2005,TOSCANA,"€30,50","€39,65",0,"€0,00"
TIGNANELLO,Antinori,2006,TOSCANA,"€32,00","€41,60",1,"€32,00"
TIGNANELLO,Antinori,2008,TOSCANA,"€32,50","€42,25",0,"€0,00"
TIGNANELLO,Antinori,2010,TOSCANA,"€82,00","€106,60",3,"€246,00"
TIGNANELLO,Antinori,2011,TOSCANA,"€35,00","€45,50",0,"€0,00"
TIGNANELLO,Antinori,2012,TOSCANA,"€39,00","€50,70",0,"€0,00"
TIGNANELLO,Antinori,2014,TOSCANA,"€40,00","€52,00",0,"€0,00"
TIGNANELLO,Antinori,2015,TOSCANA,"€52,00","€67,60",3,"€156,00"
TIGNANELLO,Antinori,2016,TOSCANA,"€45,00","€58,50",13,"€585,00"
TIGNANELLO,Antinori,2017,TOSCANA,"€47,50","€61,75",0,"€0,00"
TIGNANELLO,Antinori,2018,TOSCANA,"€50,00","€65,00",0,"€0,00"
TIGNANELLO,Antinori,2019,TOSCANA,"€54,00","€70,20",0,"€0,00"
TIGNANELLO,Antinori,2020,TOSCANA,"€59,00","€76,70",0,"€0,00"
TIGNANELLO,Antinori,2021,TOSCANA,"€61,00","€79,30",0,"€0,00"
TIGNANELLO,Antinori,2022,TOSCANA,"€61,00","€79,30",36,"€2.196,00"
TIGNANELLO,Antinori,2013,TOSCANA,"€40,00","€52,00",0,"€0,00"
TIGNANELLO 09,Antinori,,TOSCANA,"€32,50","€42,25",0,"€0,00"
TIGNANELLO DOPPIO MAGNUM,Antinori,2010,TOSCANA,"€165,00","€214,50",0,"€0,00"
TIGNANELLO DOPPIO MAGNUM,Antinori,2011,TOSCANA,"€175,00","€227,50",0,"€0,00"
TIGNANELLO DOPPIO MAGNUM,Antinori,1983,TOSCANA,"€163,00","€211,90",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2014,TOSCANA,"€92,00","€119,60",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2007,TOSCANA,"€73,60","€95,68",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2010,TOSCANA,"€75,90","€98,67",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2011,TOSCANA,"€80,50","€104,65",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2012,TOSCANA,"€89,70","€116,61",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2013,TOSCANA,"€92,00","€119,60",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2015,TOSCANA,"€90,00","€117,00",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2021,TOSCANA,"€141,00","€183,30",2,"€282,00"
TIGNANELLO MAGNUM,Antinori,2022,TOSCANA,"€141,00","€183,30",0,"€0,00"
TIGNANELLO MAGNUM,Antinori,2020,TOSCANA,"€136,00","€176,80",0,"€0,00"
TIGNANELLO MEZZE,Antinori,,TOSCANA,"€23,40","€30,42",0,"€0,00"
TIMORASSO,Boveri Luigi,,PIEMONTE,"€9,00","€11,70",0,"€0,00"
TIMORASSO COSTA DEL VENTO,Massa,,PIEMONTE,"€24,00","€31,20",0,"€0,00"
TIMORASSO COSTA DEL VENTO MAGNUM.,Massa,,PIEMONTE,"€45,00","€58,50",0,"€0,00"
TIMORASSO DERTHONA LACRIME,Boveri,,PIEMONTE,"€14,40","€18,72",12,"€172,80"
TIMORASSO DERTHONA MUNTÀ L'È,Boveri,,PIEMONTE,"€13,50","€17,55",0,"€0,00"
TIMORASSO FILARI,Boveri Luigi,,PIEMONTE,"€16,50","€21,45",0,"€0,00"
TIMORASSO PIAZZERA,Boveri,,PIEMONTE,"€14,40","€18,72",12,"€172,80"
TIMORASSO PICCOLO DERTHONA,Boveri,,PIEMONTE,"€8,10","€10,53",120,"€972,00"
TIMORASSO STERPI,Massa,,PIEMONTE,"€24,00","€31,20",0,"€0,00"
TIMORASSO STERPI MAGNUM.,Massa,,PIEMONTE,"€45,00","€58,50",0,"€0,00"
TINAIO (MERLOT+SHIRAZ+SANG),Sanmontana Fatt.,,TOSCANA,"€7,00","€9,10",0,"€0,00"
TINTILIA,Petriera,,MOLISE,"€4,30","€5,59",0,"€0,00"
TINTILIA,Di Majo Norante,,MOLISE,"€9,20","€11,96",18,"€165,60"
TINTILIA,D'Uva,,MOLISE,"€10,80","€14,04",0,"€0,00"
TOCA MG,Colle Duga,,FRIULI VENEZIA GIULIA,"€15,60","€20,28",0,"€0,00"
TOCAI,Rodaro,2012,FRIULI,"€4,50","€5,85",0,"€0,00"
TOCAI,Borgo San Daniele,,FRIULI VENEZIA GIULIA,"€10,00","€13,00",0,"€0,00"
TOCAI,Branko,,FRIULI VENEZIA GIULIA,"€8,30","€10,79",0,"€0,00"
TOCAI,Colle Duga,,FRIULI VENEZIA GIULIA,"€7,50","€9,75",0,"€0,00"
TOCAI,Keber,,FRIULI VENEZIA GIULIA,"€10,20","€13,26",0,"€0,00"
TOCAI,La Tunella,,FRIULI VENEZIA GIULIA,"€8,85","€11,51",36,"€318,60"
TOCAI,Raccaro,,FRIULI VENEZIA GIULIA,"€13,00","€16,90",0,"€0,00"
TOCAI,Ronco Dei Tassi,,FRIULI VENEZIA GIULIA,"€6,30","€8,19",0,"€0,00"
TOCAI,Ronco Del Folo,,FRIULI VENEZIA GIULIA,"€4,00","€5,20",0,"€0,00"
TOCAI,Ronco Del Gelso,,FRIULI VENEZIA GIULIA,"€5,65","€7,35",0,"€0,00"
TOCAI,Schiopetto,,FRIULI VENEZIA GIULIA,"€10,00","€13,00",0,"€0,00"
TOCAI,Drius,,FRIULI VENEZIA GIULIA,"€8,70","€11,31",12,"€104,40"
TOCAI,Ermacora,,FRIULI VENEZIA GIULIA,"€7,60","€9,88",42,"€319,20"
TOCAI,Felluga L.,,FRIULI VENEZIA GIULIA,"€13,70","€17,81",24,"€328,80"
TOCAI,Kitzmuller,,FRIULI VENEZIA GIULIA,"€6,85","€8,91",0,"€0,00"
TOCAI,Le Vigne Di Zamò,,FRIULI VENEZIA GIULIA,"€7,50","€9,75",0,"€0,00"
TOCAI,Russiz Sup.,,FRIULI VENEZIA GIULIA,"€10,20","€13,26",0,"€0,00"
TOCAI,Sara Marco,,FRIULI VENEZIA GIULIA,"€4,80","€6,24",0,"€0,00"
TOCAI,Sirch,,FRIULI VENEZIA GIULIA,"€6,00","€7,80",0,"€0,00"
TOCAI,Miani,2006,FRIULI VENEZIA GIULIA,"€25,00","€32,50",0,"€0,00"
TOCAI,Midolini,2006,FRIULI VENEZIA GIULIA,"€8,40","€10,92",0,"€0,00"
TOCAI,Toros,2020,FRIULI VENEZIA GIULIA,"€13,10","€17,03",0,"€0,00"
TOCAI ALTURIS,La Tunella,,FRIULI VENEZIA GIULIA,"€4,95","€6,44",48,"€237,60"
TOCAI FRIULI,Bastianich,,FRIULI VENEZIA GIULIA,"€8,00","€10,40",0,"€0,00"
TOCAI FRIULI,Borgo Del Tiglio,2023,FRIULI VENEZIA GIULIA,"€21,90","€28,47",0,"€0,00"
TOCAI LE MASCHERE,Rodaro,,FRIULI,"€2,70","€3,51",0,"€0,00"
TOCAI MAGNUM,Ermacora,2007,FRIULI VENEZIA GIULIA,"€11,60","€15,08",0,"€0,00"
TOCAI MG,Venica,,FRIULI VENEZIA GIULIA,"€30,00","€39,00",0,"€0,00"
TOCAI MIGLIORE BIANCO D'ITALIA,Schiopetto,,FRIULI VENEZIA GIULIA,"€10,00","€13,00",0,"€0,00"
TOCAI RONCO DELLE CIME,Venica,2006,FRIULI VENEZIA GIULIA,"€10,99","€14,29",0,"€0,00"
TOCAI STORICO,Gigante,,FRIULI VENEZIA GIULIA,"€9,00","€11,70",0,"€0,00"
TOCAI VIGNA 50°,Le Vigne Di Zamò,,FRIULI VENEZIA GIULIA,"€13,00","€16,90",0,"€0,00"
TODI BIANCO,Tudernum,,UMBRIA,"€2,00","€2,60",0,"€0,00"
TOH! TOCAI GRACE DEL FRIULI,Di Lenardo,,FRIULI VENEZIA GIULIA,"€4,45","€5,79",0,"€0,00"
TOKAI PUTTONES 5,Oremus,,UNGHERIA,"€38,50","€50,05",0,"€0,00"
TOKAI PUTTONES 6,Oremus,,UNGHERIA,"€53,00","€68,90",0,"€0,00"
TOKAJI 5 PUTONES,Chateau Imperial,,UNGHERIA,"€25,00","€32,50",0,"€0,00"
TOKAJI 5 PUTONES,Royal Tokaji,,UNGHERIA,"€26,20","€34,06",0,"€0,00"
TOKAJI 6 PUTONES,Royal Tokaji,,UNGHERIA,"€1,74","€2,27",0,"€0,00"
TOKAY PINOT GRIS,Boeckel,,FRANCIA,"€6,00","€7,80",0,"€0,00"
TOKAY PUTONES 3PUTONES,Oremus,,UNGHERIA,"€21,00","€27,30",0,"€0,00"
TOKAY ROYLA 6 PUTT.,Avignonesi,,TOSCANA,"€29,90","€38,87",0,"€0,00"
TOP ZERO,Giorgi,,LOMBARDIA,"€13,50","€17,55",0,"€0,00"
TORBATO,Sella&Mosca,,SARDEGNA,"€5,30","€6,89",0,"€0,00"
TORCICODA PRIMITIVO,Tormaresca,2021,PUGLIA,"€10,10","€13,13",18,"€181,80"
TORCOLATO 20,Maculan,,VENETO,"€22,00","€28,60",12,"€264,00"
TORCOLATO MEZZA,Maculan,2020,VENETO,"€10,60","€13,78",12,"€127,20"
TORGAIO,Ruffino,,TOSCANA,"€3,00","€3,90",0,"€0,00"
TORO DESIDERIO,Avignonesi,2012,TOSCANA,"€23,00","€29,90",0,"€0,00"
TORRE DI CEPARANO SANG. SUP.,Zerbina,,EMILIA ROMAGNA,"€8,00","€10,40",0,"€0,00"
TORRE DI GIANO,Lungarotti,2006,UMBRIA,"€6,00","€7,80",24,"€144,00"
TORRE DI GIANO IL PINO,Lungarotti,,UMBRIA,"€11,00","€14,30",0,"€0,00"
TORRE ROSSO,Torre D'Orti,,VENETO,"€5,05","€6,57",0,"€0,00"
TORRE TESTA,Tenute Rubino,2003,PUGLIA,"€15,00","€19,50",0,"€0,00"
TORRETTE,Noussan,,VALLE D'AOSTA,"€10,40","€13,52",0,"€0,00"
TORRETTE,Ottin,,VALLE D'AOSTA,"€8,30","€10,79",0,"€0,00"
TORRETTE,Anselmet,,VALLE D'AOSTA,"€10,50","€13,65",0,"€0,00"
TORRIONE,Petrolo,2004,TOSCANA,"€13,50","€17,55",0,"€0,00"
TORRIONE,Petrolo,2009,TOSCANA,"€13,00","€16,90",0,"€0,00"
TORRIONE,Petrolo,2005,TOSCANA,"€13,50","€17,55",0,"€0,00"
TOSCANA BORDOLESE CUPOLE,Franchetti,,TOSCANA,"€16,00","€20,80",0,"€0,00"
TOTOCORDE ALTALANGA,Cocchi,,PIEMONTE,"€14,00","€18,20",0,"€0,00"
TOUR LEOGNAN,Bordeaux,,DUBOS,"€13,00","€16,90",0,"€0,00"
TRADITION,Naude Christian,,CHAMPAGNE,"€24,00","€31,20",0,"€0,00"
TRADITION BAR PINOT NERO,Sandrin,,CHAMPAGNE,"€25,00","€32,50",6,"€150,00"
TRAICOLLI,Morini,,EMILIA ROMAGNA,"€7,25","€9,43",0,"€0,00"
TRAME,Le Boncie,,TOSCANA,"€30,00","€39,00",0,"€0,00"
TRAMINER,Martini&Sohn,,ALTO ADIGE,"€5,50","€7,15",0,"€0,00"
TRAMINER,Jermann,,FRIULI VENEZIA GIULIA,"€12,70","€16,51",0,"€0,00"
TRAMINER ALTURIS,La Tunella,,FRIULI VENEZIA GIULIA,"€4,95","€6,44",0,"€0,00"
TRAMONTI,Tenuta San Francersco,,CAMPANIA,"€10,50","€13,65",0,"€0,00"
TRE,Brancaia,,TOSCANA,"€9,20","€11,96",24,"€220,80"
TRE FILER BIANCO PASSITO,Cà Dei Frati,,LOMBARDIA,"€7,70","€10,01",0,"€0,00"
TREBBIANINO,Ferrari&Perini,,EMILIA ROMAGNA,"€2,50","€3,25",0,"€0,00"
TREBBIANO,Le Siepi,,EMILIA ROMAGNA,"€3,50","€4,55",0,"€0,00"
TREBBIANO,Masserie Il Floccomolise,,MOLISE,"€4,90","€6,37",0,"€0,00"
TREBBIANO D'ABRUZZO,Torre Dei Beati,,ABRUZZO,"€9,50","€12,35",0,"€0,00"
TREBBIANO D'ABRUZZO,Valentini,,ABRUZZO,"€47,00","€61,10",4,"€188,00"
TREBBIANO D'ABRUZZO,Pepe,2020,ABRUZZO,"€23,00","€29,90",0,"€0,00"
TREBBIANO D'ABRUZZO,Pepe,2022,ABRUZZO,"€31,00","€40,30",0,"€0,00"
TREBBIANO D'ABRUZZO,Pepe,2024,ABRUZZO,"€34,00","€44,20",0,"€0,00"
TREBBIANO D'ABRUZZO,Inalto,,ABRUZZO,"€14,90","€19,37",0,"€0,00"
TREBBIANO D'ABRUZZO MARINA CVITIC,Masciarelli,,ABRUZZO,"€22,50","€29,25",18,"€405,00"
TREBBIANO D'ABRUZZO TESTA ROSSA,Pasetti,,ABRUZZO,"€11,20","€14,56",18,"€201,60"
TREBBIANO FERMENTAZIONE SPONTANE,Valle Reale,,ABRUZZO,"€12,00","€15,60",0,"€0,00"
TREBBIANO FERMO,Trerè,,EMILIA ROMAGNA,"€2,00","€2,60",0,"€0,00"
TREBBIANO FONTE CUCA D'ABRUZZO,Montori,,ABRUZZO,"€4,80","€6,24",0,"€0,00"
TREBBIANO FRIZZANTE,Cantina Di Formigine,,EMILIA ROMAGNA,"€2,18","€2,83",0,"€0,00"
TREBBIANO FRIZZANTE,Zuffa,,EMILIA ROMAGNA,"€3,50","€4,55",0,"€0,00"
TRENTINO SPUMANTE,Donati,,TRENTINO,"€11,30","€14,69",0,"€0,00"
TRENTO BRUT,Zanotelli,,TRENTINO,"€12,50","€16,25",0,"€0,00"
TRENTO BRUT,Armani Albino,,TRENTINO,"€14,00","€18,20",0,"€0,00"
TRENTO BRUT INKINO,Mas Dei Chini,,TRENTINO,"€12,80","€16,64",0,"€0,00"
TRENTO BRUT MILL,Madonna Delle Vittorie,,TRENTINO,"€8,10","€10,53",0,"€0,00"
TRENTO BRUT PINOT BIANCO,Casata Monfort,,TRENTINO,"€10,50","€13,65",0,"€0,00"
TRENTO D.Z,Pelz,,TRENTINO,"€15,00","€19,50",0,"€0,00"
TRENTO D.Z CHARDONNAY,Baldessari Picchio Verd,,TRENTINO,"€12,50","€16,25",0,"€0,00"
TRENTO DOC,Endrizzi,,TRENTINO,"€12,70","€16,51",0,"€0,00"
TRENTO DOC,Sartori Michele,,TRENTINO,"€16,00","€20,80",0,"€0,00"
TRENTO DOC,Corvee,,TRENTINO,"€12,00","€15,60",0,"€0,00"
TRENTO DOC,Furletti,2018,TRENTINO,"€21,80","€28,34",6,"€130,80"
TRENTO DOC,Daw,,TRENTINO,"€12,10","€15,73",0,"€0,00"
TRENTO DOC ART,De Vigili,,TRENTINO,"€13,50","€17,55",0,"€0,00"
TRENTO DOC ROSATO,Corvee,,TRENTINO,"€12,50","€16,25",0,"€0,00"
TRENTO NATURE,Corvee,,TRENTINO,"€12,00","€15,60",0,"€0,00"
TRENTO NATURE,Zanotelli,,TRENTINO,"€15,00","€19,50",0,"€0,00"
TRENTO SPUMANTE,Cobelli Eredi Aldo,,TRENTINO,"€19,00","€24,70",0,"€0,00"
TRES MERLOT/CABERNET,Cortaccia,,ALTO ADIGE,"€120,00","€156,00",0,"€0,00"
TRETERRE,Wiegner,,SICILIA,"€10,00","€13,00",0,"€0,00"
TRILOGY CASSA,Corte Rugolin,,VENETO,"€20,00","€26,00",4,"€80,00"
TRISKELÈ,Duca Di Salaparuta,,SICILIA,"€12,00","€15,60",0,"€0,00"
TRULLALA,Mussura,,SARDEGNA,"€12,75","€16,58",0,"€0,00"
TURAN (SANG+CAB+SHIRAZ),Nardi,,TOSCANA,"€5,20","€6,76",0,"€0,00"
TURRIGA,Argiolas,2017,SARDEGNA,"€50,50","€65,65",0,"€0,00"
TURRIGA,Argiolas,2019,SARDEGNA,"€57,00","€74,10",0,"€0,00"
TURRIGA,Argiolas,2021,SARDEGNA,"€57,00","€74,10",0,"€0,00"
TYRSINOI,Tirreni,,TOSCANA,"€42,00","€54,60",0,"€0,00"
U PASA,Tenuta Bonzara,,EMILIA ROMAGNA,"€12,50","€16,25",0,"€0,00"
UGONIS (BORDOLESE),Rapitalà,2002,SICILIA,"€12,00","€15,60",0,"€0,00"
