NOME,PRODUTTORE,ANNO,PROVENIENZA,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
UGONIS (BORDOLESE),Rapitalà,2003,SICILIA,"€12,00","€15,60",0,"€0,00"
UIS BLANCIS,Montanar,2009,FRIULI VENEZIA GIULIA,"€12,80","€16,64",0,"€0,00"
UMBERTO,Cesari,,EMILIA ROMAGNA,"€39,00","€50,70",0,"€0,00"
UMI CHARDONNAY,Vetrerè,,PUGLIA,"€4,50","€5,85",0,"€0,00"
UNICO,Vega Sicilia,2004,SPAGNA,"€238,00","€309,40",0,"€0,00"
UPUPA BIANCO,Abraham,,ALTO ADIGE,"€14,60","€18,98",6,"€87,60"
UVAGGIO BIANCO,Midolini,2006,FRIULI VENEZIA GIULIA,"€2,60","€3,38",0,"€0,00"
UVAGGIO BIANCO,Midolini,2006,FRIULI VENEZIA GIULIA,"€8,40","€10,92",0,"€0,00"
UVAGGIO GIMAS,La Vigna Sul Mare,,TOSCANA,"€15,00","€19,50",0,"€0,00"
UVAGGIO ROSSO,Midolini,2005,FRIULI VENEZIA GIULIA,"€2,60","€3,38",0,"€0,00"
VALDISANTI,Tolaini,2004,TOSCANA,"€15,50","€20,15",0,"€0,00"
VALENTINO,Majolini,,LOMBARDIA,"€20,00","€26,00",0,"€0,00"
VALENTINO,Podere Rocche Man.,,PIEMONTE,"€10,00","€13,00",0,"€0,00"
VALGELLA,Scerse,,LOMBARDIA,"€23,00","€29,90",0,"€0,00"
VALIGIA BICCHIERI,Veuve,,CHAMPAGNE,"€58,00","€75,40",0,"€0,00"
VALPOLICELLA,Cantina Custoza,,VENETO,"€2,37","€3,08",0,"€0,00"
VALPOLICELLA,Corte Rugolin,,VENETO,"€5,60","€7,28",12,"€67,20"
VALPOLICELLA,Nicolis,,VENETO,"€3,80","€4,94",0,"€0,00"
VALPOLICELLA,Saltari,,VENETO,"€5,00","€6,50",0,"€0,00"
VALPOLICELLA,Buglioni,,VENETO,"€5,00","€6,50",0,"€0,00"
VALPOLICELLA,Cantina Di Soave,,VENETO,"€3,50","€4,55",0,"€0,00"
VALPOLICELLA,Ferragù,,VENETO,"€30,00","€39,00",0,"€0,00"
VALPOLICELLA,Latium,,VENETO,"€4,30","€5,59",0,"€0,00"
VALPOLICELLA,Marconi,,VENETO,"€5,20","€6,76",0,"€0,00"
VALPOLICELLA,S.Antonio,,VENETO,"€5,70","€7,41",0,"€0,00"
VALPOLICELLA,Secondo Marco,,VENETO,"€7,20","€9,36",0,"€0,00"
VALPOLICELLA,Trabucchi,2010,VENETO,"€4,50","€5,85",0,"€0,00"
VALPOLICELLA,Quintarelli,2011,VENETO,"€38,00","€49,40",0,"€0,00"
VALPOLICELLA,Quintarelli,2015,VENETO,"€50,00","€65,00",0,"€0,00"
VALPOLICELLA,Quintarelli,2016,VENETO,"€53,00","€68,90",0,"€0,00"
VALPOLICELLA,Quintarelli,2017,VENETO,"€58,00","€75,40",9,"€522,00"
VALPOLICELLA,Viviani,,VENETO,"€4,40","€5,72",0,"€0,00"
"VALPOLICELLA ""RIPASSA""",Zenato,,VENETO,"€10,70","€13,91",0,"€0,00"
VALPOLICELLA FRESCO,Musella,,VENETO,"€4,60","€5,98",0,"€0,00"
VALPOLICELLA LUCCHINE,Tedeschi,,VENETO,"€3,50","€4,55",0,"€0,00"
VALPOLICELLA NICALÒ,Tedeschi,,VENETO,"€5,40","€7,02",0,"€0,00"
VALPOLICELLA RIPASSA,Begali,,VENETO,"€7,00","€9,10",0,"€0,00"
VALPOLICELLA RIPASSA,Brigaldara,,VENETO,"€7,00","€9,10",0,"€0,00"
VALPOLICELLA RIPASSA LA CASETTA,Negrar,2018,VENETO,"€8,90","€11,57",0,"€0,00"
VALPOLICELLA RIPASSO,Antolini,,VENETO,"€8,50","€11,05",0,"€0,00"
VALPOLICELLA RIPASSO,Cà Rugate,,VENETO,"€7,00","€9,10",0,"€0,00"
VALPOLICELLA RIPASSO,Colline Dei Ciliegi,,VENETO,"€10,20","€13,26",0,"€0,00"
VALPOLICELLA RIPASSO,Marconi,,VENETO,"€9,10","€11,83",0,"€0,00"
VALPOLICELLA RIPASSO,Musella,,VENETO,"€6,80","€8,84",0,"€0,00"
VALPOLICELLA RIPASSO,S.Antonio,,VENETO,"€7,60","€9,88",0,"€0,00"
VALPOLICELLA RIPASSO,Torre D'Orti,,VENETO,"€8,00","€10,40",30,"€240,00"
VALPOLICELLA RIPASSO,Venturini,,VENETO,"€7,70","€10,01",0,"€0,00"
VALPOLICELLA RIPASSO,Villa Spinosa,,VENETO,"€11,20","€14,56",0,"€0,00"
VALPOLICELLA SAN GIORGIO,Corte Rugolin,,VENETO,"€10,00","€13,00",12,"€120,00"
VALPOLICELLA SUP,Sartori,2010,VENETO,"€5,50","€7,15",0,"€0,00"
VALPOLICELLA SUP.,Mosconi,,VENETO,"€14,50","€18,85",0,"€0,00"
VALPOLICELLA SUP. MONTE LODOLETTA,Dal Forno,,VENETO,"€40,00","€52,00",0,"€0,00"
VALPOLICELLA SUP.RIPASSO,Corte Rugolin,,VENETO,"€10,50","€13,65",36,"€378,00"
VALPOLICELLA VERJAGO,Negrar,,VENETO,"€9,20","€11,96",0,"€0,00"
VALTELLINA,Conti,,LOMBARDIA,"€6,50","€8,45",0,"€0,00"
VALTELLINA SALIS,Sertoli Salis,2009,PIEMONTE,"€5,85","€7,61",0,"€0,00"
VALTELLINA SASSELLA,Sertoli Salis,,PIEMONTE,"€10,00","€13,00",0,"€0,00"
VALTELLINA SFORZATO SOLSTIZIO,Balgera,,LOMBARDIA,"€35,50","€46,15",0,"€0,00"
VALTELLINA SUPERIORE CASTEL CHIURO,Negri,,LOMBARDIA,"€30,00","€39,00",0,"€0,00"
VARIUS SUSUMANIELLO,Cantele,,PUGLIA,"€4,80","€6,24",0,"€0,00"
VARRAMISTA,Varramista,2007,TOSCANA,"€19,50","€25,35",0,"€0,00"
VECCHIE VIGNE BARBARESCO,Paitin,2016,PIEMONTE,"€44,00","€57,20",0,"€0,00"
VECCHIO FLORIO,Florio,,SICILIA,"€5,00","€6,50",0,"€0,00"
VECCHIO SAMPERI DECENNALE,Vecchio Samperi,,SICILIA,"€23,70","€30,81",0,"€0,00"
VECCHIO SAMPERI GRILLO,Vecchio Samperi,,SICILIA,"€29,00","€37,70",0,"€0,00"
VECCHIO SAMPERI VENTENNALE,Vecchio Samperi,,SICILIA,"€25,50","€33,15",0,"€0,00"
VELIKO BELO,Movia,,SLOVENIA,"€22,00","€28,60",0,"€0,00"
VELTLINER,Kuenhof,,ALTO ADIGE,,"€0,00",0,"€0,00"
VELTLINER,Abb.Novacella,,ALTO ADIGE,"€7,60","€9,88",0,"€0,00"
VELTLINER,Lentsch,,ALTO ADIGE,"€9,90","€12,87",0,"€0,00"
VELTLINER,Valle Isarco,,ALTO ADIGE,"€6,50","€8,45",0,"€0,00"
VELTLINER,Nossing,2020,ALTO ADIGE,"€10,70","€13,91",0,"€0,00"
VELTLINER,Pliger-Kuen-Hof,2022,ALTO ADIGE,"€12,95","€16,84",0,"€0,00"
VELTLINER,Kofererhof,2013,ALTO ADIGE,"€11,90","€15,47",0,"€0,00"
VELTLINER ARISTOS,Valle Isarco,,ALTO ADIGE,"€9,50","€12,35",0,"€0,00"
VELTLINER ICE WINE,Gruner,,GERMANIA,"€19,60","€25,48",0,"€0,00"
VELTLINER MAGNUM,Nossing,,ALTO ADIGE,"€23,00","€29,90",2,"€46,00"
VELTLINER PREPOSITUS,Abb.Novacella,,ALTO ADIGE,"€8,70","€11,31",0,"€0,00"
VENDEMMIA CINQUANT'ANNI,San Marzano,,PUGLIA,"€11,70","€15,21",6,"€70,20"
VENEROSO,Ghizzano,1999,TOSCANA,"€11,00","€14,30",0,"€0,00"
VER SACRUM,San Savino,2008,MARCHE,"€4,00","€5,20",0,"€0,00"
VERDECA,San Marzano,2021,PUGLIA,"€5,70","€7,41",0,"€0,00"
VERDICCHIO,Felici,,MARCHE,"€8,90","€11,57",0,"€0,00"
VERDICCHIO,Misco,,MARCHE,"€10,00","€13,00",0,"€0,00"
VERDICCHIO,Sartarelli,,MARCHE,"€4,10","€5,33",0,"€0,00"
VERDICCHIO BALCIANA,Sartarelli,2007,MARCHE,"€14,90","€19,37",0,"€0,00"
VERDICCHIO BUCCI,Bucci,2018,MARCHE,"€11,50","€14,95",6,"€69,00"
VERDICCHIO CASALDISERRA,Umani Ronchi,,MARCHE,"€5,70","€7,41",0,"€0,00"
VERDICCHIO CASTELLI JESI CL.,Umani Ronchi,,MARCHE,"€2,52","€3,28",0,"€0,00"
VERDICCHIO CLASSICO VILLA BUCCI,Bucci,2015,MARCHE,"€26,00","€33,80",0,"€0,00"
VERDICCHIO DEI CASTELLI DI JESI,Vicari,,MARCHE,"€7,20","€9,36",6,"€43,20"
VERDICCHIO DI JESI,Mancinelli,,MARCHE,"€5,40","€7,02",0,"€0,00"
VERDICCHIO DI JESI EOS,Vignamato,,MARCHE,"€4,50","€5,85",0,"€0,00"
VERDICCHIO DI MATELICA,Colpaola,,EMILIA ROMAGNA,"€7,30","€9,49",12,"€87,60"
VERDICCHIO FEDERICO,Montecappone,,MARCHE,"€10,00","€13,00",6,"€60,00"
VERDICCHIO IL BACCO,Coroncino,,MARCHE,"€6,50","€8,45",0,"€0,00"
VERDICCHIO IL CORONCINO,Coroncino,,MARCHE,"€8,90","€11,57",0,"€0,00"
VERDICCHIO JERA,Borgo Paglianetto,,MARCHE,"€13,50","€17,55",0,"€0,00"
VERDICCHIO JESI LE VAGLIE,Santa Barbara,,MARCHE,"€7,50","€9,75",0,"€0,00"
VERDICCHIO LE GEMME,Brunori,,MARCHE,"€3,50","€4,55",0,"€0,00"
VERDICCHIO MATELICA CAMBRUGIANO,Belisario,,MARCHE,"€8,22","€10,69",0,"€0,00"
VERDICCHIO PALIO,Monteschiavo,,MARCHE,"€5,00","€6,50",0,"€0,00"
VERDICCHIO PETRARA,Borgo Paglianetto,,MARCHE,"€8,20","€10,66",6,"€49,20"
VERDICCHIO PLENIO,Umani Ronchi,,MARCHE,"€10,00","€13,00",0,"€0,00"
VERDICCHIO RIS. ANTONUCCI,Santa Barbara,,MARCHE,"€11,00","€14,30",0,"€0,00"
VERDICCHIO RISERVA,Felici,,MARCHE,"€35,00","€45,50",0,"€0,00"
VERDICCHIO SAN MICHELE,Bonci,,MARCHE,"€9,40","€12,22",12,"€112,80"
VERDICCHIO SAN PAOLO,Pievalta,,MARCHE,"€8,50","€11,05",0,"€0,00"
VERDICCHIO SUP,Pievalta,,MARCHE,"€5,00","€6,50",0,"€0,00"
VERDICCHIO TERRAVIGNATA,Borgo Paglianetto,,MARCHE,"€6,00","€7,80",48,"€288,00"
VERDICCHIO TRALIVIO,Sartarelli,,MARCHE,"€6,90","€8,97",0,"€0,00"
VERDICCHIO UTOPIA,Montecappone,,MARCHE,"€25,00","€32,50",0,"€0,00"
VERDICCHIO VECCHIE VIGNE,Umani Ronchi,,MARCHE,"€10,20","€13,26",0,"€0,00"
VERDICCHIO VERTIS,Borgo Paglianetto,,MARCHE,"€14,50","€18,85",0,"€0,00"
VERDICCHIO VIGNA DELLE OCHE RIS.,San Lorenzo,,MARCHE,"€10,00","€13,00",0,"€0,00"
VERDICCHIO VIGNETO DEL CERRO,Belisario,,MARCHE,"€4,30","€5,59",0,"€0,00"
VERDICCHIO VILLA BUCCI,Bucci,,MARCHE,"€36,00","€46,80",0,"€0,00"
VERDICCHIO VILLA BUCCI MAGNUM,Bucci,2015,MARCHE,"€54,00","€70,20",0,"€0,00"
VERDICCHIO VILLA BUCCI MAGNUM,Bucci,2016,MARCHE,"€65,00","€84,50",0,"€0,00"
VERDICCHIO VILLA BUCCI MAGNUM,Bucci,2017,MARCHE,"€62,00","€80,60",0,"€0,00"
VERDICCHIO VILLA BUCCI MAGNUM,Bucci,2018,MARCHE,"€70,00","€91,00",3,"€210,00"
VERDICCHIO VILLA BUCCI MAGNUM,Bucci,2020,MARCHE,"€70,00","€91,00",3,"€210,00"
VERDICCHIO VILLA BUCCI MAGNUM,Bucci,2005,MARCHE,"€150,00","€195,00",0,"€0,00"
VERDICHIO SAN NICOLO,Brunori,,MARCHE,"€5,00","€6,50",0,"€0,00"
VERDUZZO,Ermacora,,FRIULI VENEZIA GIULIA,"€6,80","€8,84",0,"€0,00"
VERDUZZO,Ronchi Di Cialla,,FRIULI VENEZIA GIULIA,"€15,50","€20,15",0,"€0,00"
VERDUZZO,La Tunella,,FRIULI VENEZIA GIULIA,"€5,50","€7,15",0,"€0,00"
VERDUZZO,Sara,,FRIULI VENEZIA GIULIA,"€10,80","€14,04",0,"€0,00"
VERDUZZO FRIULANO,Russiz Sup.,,FRIULI VENEZIA GIULIA,"€11,00","€14,30",0,"€0,00"
VERDUZZO IGT,Venica,,FRIULI VENEZIA GIULIA,"€12,49","€16,24",0,"€0,00"
VERDUZZO PRE ZENAR,Rodaro,,FRIULI,"€9,00","€11,70",0,"€0,00"
VERDUZZO RAMANDOLO LOAGHINO,Coos,,FRIULI VENEZIA GIULIA,"€10,20","€13,26",0,"€0,00"
VERDUZZO RONCAT,Dri Giovanni,,FRIULI VENEZIA GIULIA,"€16,50","€21,45",0,"€0,00"
VERDUZZO TARDIVO,Coos,,FRIULI VENEZIA GIULIA,"€11,20","€14,56",0,"€0,00"
VERETO SALICE SALENTINO,Vallone,,PUGLIA,"€4,10","€5,33",0,"€0,00"
VERJAGO,Negrar,,VENETO,"€9,00","€11,70",0,"€0,00"
VERMENTINO,Terenzuola,,LIGURIA,"€7,50","€9,75",0,"€0,00"
VERMENTINO,Mannu Masone,,SARDEGNA,"€7,00","€9,10",0,"€0,00"
VERMENTINO,Tondini,,SARDEGNA,"€9,10","€11,83",18,"€163,80"
VERMENTINO,Cherchi,,SARDEGNA,"€5,70","€7,41",0,"€0,00"
VERMENTINO,Dettori,,SARDEGNA,"€10,50","€13,65",0,"€0,00"
VERMENTINO,Pala,,SARDEGNA,"€6,50","€8,45",0,"€0,00"
VERMENTINO,Bruni,,TOSCANA,"€6,70","€8,71",6,"€40,20"
VERMENTINO,Petra,,TOSCANA,"€5,25","€6,83",0,"€0,00"
VERMENTINO,Viticcio,,TOSCANA,"€6,75","€8,78",0,"€0,00"
VERMENTINO,Caparzo,,TOSCANA,"€4,00","€5,20",0,"€0,00"
VERMENTINO,Montauto,,TOSCANA,"€8,30","€10,79",0,"€0,00"
VERMENTINO,Fonterutoli,2008,TOSCANA,"€7,00","€9,10",0,"€0,00"
VERMENTINO BELL'AIA,San Felice,,TOSCANA,"€10,40","€13,52",12,"€124,80"
VERMENTINO BOLGHERI,Aia Vecchia,,TOSCANA,"€4,10","€5,33",0,"€0,00"
VERMENTINO BOLGHERI,Antinori,,TOSCANA,"€9,50","€12,35",18,"€171,00"
VERMENTINO BRANU,Surrau,,SARDEGNA,"€8,60","€11,18",0,"€0,00"
VERMENTINO CAPICHERA,Capichera,2010,SARDEGNA,"€22,00","€28,60",0,"€0,00"
VERMENTINO CAPICHERA MAGNUM,Capichera,,SARDEGNA,"€42,00","€54,60",0,"€0,00"
VERMENTINO COLLI DI LUNI,Monticello,,TOSCANA,"€4,90","€6,37",0,"€0,00"
VERMENTINO COSTAMOLINO,Argiolas,,SARDEGNA,"€4,90","€6,37",0,"€0,00"
VERMENTINO COSTARENAS,Mannu Masone,,SARDEGNA,"€9,00","€11,70",0,"€0,00"
VERMENTINO DI GALLURA TUVAOES,Cherchi,,SARDEGNA,"€8,50","€11,05",0,"€0,00"
VERMENTINO DI SARDEGNA,Contini,,SARDEGNA,"€5,60","€7,28",0,"€0,00"
VERMENTINO FUNTANALIRAS,Cantina Monti,,SARDEGNA,"€7,80","€10,14",42,"€327,60"
VERMENTINO GALLURA,Pedres,,SARDEGNA,"€5,00","€6,50",0,"€0,00"
VERMENTINO GALLURA SUPERIORE,Pedres,,SARDEGNA,"€7,30","€9,49",0,"€0,00"
VERMENTINO GIUNCO,Mesa,,SARDEGNA,"€6,70","€8,71",0,"€0,00"
VERMENTINO HYNOJS,Pedra Majore,,SARDEGNA,"€7,80","€10,14",18,"€140,40"
VERMENTINO I PAPIRI,La Palma,,SARDEGNA,"€4,50","€5,85",0,"€0,00"
VERMENTINO LIGURE,Aschero,,LIGURIA,"€11,50","€14,95",0,"€0,00"
VERMENTINO NERO,Terenzuola,,LIGURIA,"€9,00","€11,70",0,"€0,00"
VERMENTINO NORD-EST,Cantina Monti,,SARDEGNA,"€2,90","€3,77",0,"€0,00"
VERMENTINO PIRAS ORO,Cantina Di Gallura,,SARDEGNA,"€6,40","€8,32",0,"€0,00"
VERMENTINO SAS RUINAS,Depperu,,SARDEGNA,"€14,50","€18,85",12,"€174,00"
VERMENTINO STELLATO,Pala,,SARDEGNA,"€14,30","€18,59",0,"€0,00"
VERMENTINO V.T,Cantina Di Gallura,,SARDEGNA,"€9,80","€12,74",0,"€0,00"
VERMENTINO V.T,Capichera,2009,SARDEGNA,"€34,00","€44,20",0,"€0,00"
VERMENTINO VENDEMMIA TARDIVA,Surrau,,SARDEGNA,"€11,80","€15,34",0,"€0,00"
VERMETINO CANAYLI,Cantina Di Gallura,2018,SARDEGNA,"€7,20","€9,36",0,"€0,00"
VERNACCIA,Quartomoro,,SARDEGNA,"€6,95","€9,04",0,"€0,00"
VERNACCIA,Contini,1995,SARDEGNA,"€39,00","€50,70",0,"€0,00"
VERNACCIA DI ORISTANO,Carta,1968,SARDEGNA,"€280,00","€364,00",0,"€0,00"
VERNACCIA DI ORISTANO,Carta,2004,SARDEGNA,"€45,00","€58,50",0,"€0,00"
VERNACCIA DI S-GIMIGNANO,Geografico,,TOSCANA,"€3,00","€3,90",0,"€0,00"
VERNACCIA DI SAN GIMIGNANO,Teruzzi,,TOSCANA,"€4,50","€5,85",0,"€0,00"
VERNACCIA ORISTANO,Contini,,SARDEGNA,"€9,10","€11,83",0,"€0,00"
VERNACCIA RISERVA,Contini,1995,SARDEGNA,"€23,00","€29,90",0,"€0,00"
VERNACCIA RISERVA,Contini,1997,SARDEGNA,"€25,00","€32,50",12,"€300,00"
VERTIGO,Felluga L.,,FRIULI VENEZIA GIULIA,"€9,40","€12,22",48,"€451,20"
VERTIGO MEZZINE,Felluga L.,,FRIULI VENEZIA GIULIA,"€4,40","€5,72",48,"€211,20"
VERTUS EXPERIENCE BLANC/BLANCS,Jacquart Andrè,,CHAMPAGNE,,"€0,00",0,"€0,00"
VERUS WEISSBURGER,Ritterhof,,ALTO ADIGE,"€10,50","€13,65",0,"€0,00"
VESPA ROSSO,Bastianich,,FRIULI VENEZIA GIULIA,"€17,00","€22,10",6,"€102,00"
VESPA UVAGGIO BIANCO,Bastianich,,FRIULI VENEZIA GIULIA,"€14,60","€18,98",18,"€262,80"
VESPAIOLO,Maculan,,VENETO,"€4,50","€5,85",0,"€0,00"
VESPOLINA,Dessilani,,PIEMONTE,"€11,50","€14,95",0,"€0,00"
VEUVE -CLIQUOT MEZZE,Veuve,,CHAMPAGNE,"€20,00","€26,00",0,"€0,00"
VEUVE -CLIQUOT ROSÈ,Veuve,,CHAMPAGNE,"€45,00","€58,50",0,"€0,00"
VEUVE GRAND DAME ROSÈ,Veuve,,CHAMPAGNE,"€150,00","€195,00",0,"€0,00"
VEUVE-CLIQUOT CAPPELLIERE 2 BOTT,Veuve,,CHAMPAGNE,"€58,00","€75,40",0,"€0,00"
VEUVE-CLIQUOT DUETTO,Veuve,,CHAMPAGNE,"€48,70","€63,31",0,"€0,00"
VEUVE-CLIQUOT JEROBOAM,Veuve,,CHAMPAGNE,"€145,00","€188,50",0,"€0,00"
VEUVE-CLIQUOT MG.,Veuve,,CHAMPAGNE,"€63,00","€81,90",0,"€0,00"
VEUVE-CLIQUOT ORO,Veuve,,CHAMPAGNE,"€46,00","€59,80",0,"€0,00"
VEUVE-CLIQUOT SBP,Veuve,,CHAMPAGNE,"€40,00","€52,00",0,"€0,00"
"VIALOR MERLOT, CABERNET FRANC",Furletti,,TRENTINO,"€24,90","€32,37",0,"€0,00"
VIE CAVE MALBEC,La Braccesca,,TOSCANA,"€8,85","€11,51",0,"€0,00"
VIGNA ANTICA PIGNOLETTO,Tenuta Bonzara,,EMILIA ROMAGNA,"€9,20","€11,96",18,"€165,60"
VIGNA BARUCCIA SANGIOVESE,Casali Tenuta,,EMILIA ROMAGNA,"€7,80","€10,14",0,"€0,00"
VIGNA DEL CRISTO,Cavicchioli,,EMILIA ROMAGNA,"€5,60","€7,28",6,"€33,60"
VIGNA DEL GENERALE,Nicolucci,,EMILIA ROMAGNA,"€17,40","€22,62",78,"€1.357,20"
VIGNA DEL VOLTA,La Stoppa,,EMILIA ROMAGNA,"€13,50","€17,55",0,"€0,00"
VIGNA DELLE OCHE VERDICCHIO,San Lorenzo,2008,MARCHE,"€6,90","€8,97",0,"€0,00"
VIGNA DI GINO VERDICCHIO,San Lorenzo,2009,MARCHE,"€4,50","€5,85",0,"€0,00"
VIGNA LA MICCIA 5 ANNI,Vecchio Samperi,,SICILIA,"€15,00","€19,50",0,"€0,00"
VIGNA MAZZÌ,Rosa Del Golfo,,PUGLIA,"€8,25","€10,73",0,"€0,00"
VIGNA MORELLO,La Tosa,,EMILIA ROMAGNA,"€10,00","€13,00",0,"€0,00"
VIGNA NGENA,Capichera,,SARDEGNA,"€16,00","€20,80",0,"€0,00"
VIGNASMARA,Bossi Fedrigotti,,TRENTINO,"€9,40","€12,22",0,"€0,00"
VIGNE DEL FEUDO,Felline,2007,PUGLIA,"€7,20","€9,36",0,"€0,00"
VIGNE NICHE SANTO SPIRITO,Terre Nere,2021,SICILIA,"€27,00","€35,10",0,"€0,00"
VIGNE VIGNE,Zuani,2011,FRIULI VENEZIA GIULIA,"€8,40","€10,92",0,"€0,00"
VIGNERI ROSSO,Vigneri,,SICILIA,"€11,80","€15,34",0,"€0,00"
VIGNETI DELLE DOLOMITI PRIVATE CUUVE,Pacherof,,ALTO ADIGE,"€25,00","€32,50",0,"€0,00"
VIGNETO DOLOMITI ROSSO,Castelfeder,,ALTO ADIGE,"€5,70","€7,41",30,"€171,00"
VIGORELLO,San Felice,2013,TOSCANA,"€16,00","€20,80",0,"€0,00"
VILLA ANTINORI ROSSO,Antinori,,TOSCANA,"€10,00","€13,00",30,"€300,00"
VILLA CALCINAIA,Conti Capponi,1997,TOSCANA,"€10,50","€13,65",0,"€0,00"
VILLA DONARATICO,Argentiera,,TOSCANA,"€12,00","€15,60",0,"€0,00"
VILLA GEMMA BIANCO,Masciarelli,,ABRUZZO,"€5,70","€7,41",0,"€0,00"
VILLA GEMMA LIMITED EDITION,Masciarelli,,ABRUZZO,"€52,00","€67,60",0,"€0,00"
VILLA GRESTI,San Leonardo,,TRENTINO,"€11,50","€14,95",0,"€0,00"
VILLA LE QUERCE,Monteschiavo,,MARCHE,"€2,50","€3,25",0,"€0,00"
VILLANOVA BIANCO,Villanova,,FRIULI VENEZIA GIULIA,"€2,40","€3,12",0,"€0,00"
VILLANOVA ROSSO,Villanova,,FRIULI VENEZIA GIULIA,"€2,40","€3,12",0,"€0,00"
VILLERO,Livia Fontana,2018,PIEMONTE,"€44,00","€57,20",0,"€0,00"
VIN SANTO,Lusignani,,EMILIA ROMAGNA,"€35,00","€45,50",0,"€0,00"
VIN SANTO,Geografico,,TOSCANA,"€10,00","€13,00",0,"€0,00"
VIN SANTO,Ricasoli,,TOSCANA,"€15,00","€19,50",0,"€0,00"
VIN SANTO,San Giusto A R,,TOSCANA,"€32,00","€41,60",0,"€0,00"
VIN SANTO,Angelini,,TOSCANA,"€24,00","€31,20",0,"€0,00"
VIN SANTO,Contucci,,TOSCANA,"€15,00","€19,50",0,"€0,00"
VIN SANTO,Lamole Di Lamole,,TOSCANA,"€15,80","€20,54",0,"€0,00"
VIN SANTO,Pasolini Dell'Onda,,TOSCANA,"€10,00","€13,00",0,"€0,00"
VIN SANTO CHIANTI CLASSICO,San Felice,,TOSCANA,"€11,00","€14,30",0,"€0,00"
"VIN SANTO CL,0,375",Avignonesi,2004,TOSCANA,"€100,00","€130,00",0,"€0,00"
"VIN SANTO CL,0,375",Castello Di Ama,1999,TOSCANA,"€10,20","€13,26",0,"€0,00"
VIN SANTO OCCHIO DI PERNICE,Avignonesi,,TOSCANA,"€130,00","€169,00",0,"€0,00"
VIN SANTO QUARANTA ALTARI,Frescobaldi,,TOSCANA,"€14,60","€18,98",0,"€0,00"
VIN SANTO TENUTE DEL MARCHESE,Antinori,,TOSCANA,"€14,50","€18,85",0,"€0,00"
VIN SANTO TRENTINO,Poli,,CHAMPAGNE,"€30,00","€39,00",0,"€0,00"
VINIARGENTI,Bosco Del Merlo,,FRIULI VENEZIA GIULIA,"€11,50","€14,95",0,"€0,00"
VINNAE,Jermann,,FRIULI VENEZIA GIULIA,"€12,70","€16,51",6,"€76,20"
VINO DEGLI ORTI (RIESLING+RIBOLLA+SAUV,Tercic,,FRIULI VENEZIA GIULIA,"€7,30","€9,49",0,"€0,00"
VINO DI TROIA,Petrilli,,PUGLIA,"€5,00","€6,50",0,"€0,00"
VINO FLORIO,Florio,,SICILIA,"€9,00","€11,70",0,"€0,00"
VINO PASSITO,Candido,,PUGLIA,"€11,00","€14,30",0,"€0,00"
VINO ROSSO (CHE TINGE?),Duevite,,CAMPANIA,"€29,00","€37,70",6,"€174,00"
VINO ZIBIBBO SECCO,Pellegrino,,SICILIA,"€5,00","€6,50",0,"€0,00"
VINSANTO,Viticcio,2004,TOSCANA,"€9,00","€11,70",0,"€0,00"
VINSANTO POMINO,Frescobaldi,,TOSCANA,"€17,50","€22,75",0,"€0,00"
VINSANTO SANTO CRISTINA,Antinori,,TOSCANA,"€9,20","€11,96",18,"€165,60"
VINTAGE BRUT,Majolini,,LOMBARDIA,"€14,10","€18,33",30,"€423,00"
VINTAGE COLLECTIOM NOIR,Cà Del Bosco,2016,LOMBARDIA,"€63,00","€81,90",0,"€0,00"
VINTAGE COLLECTION NOIR,Cà Del Bosco,2010,LOMBARDIA,"€47,50","€61,75",0,"€0,00"
VINTAGE COLLECTION NOIR,Cà Del Bosco,2011,LOMBARDIA,"€52,00","€67,60",0,"€0,00"
VINTAGE COLLECTION NOIR,Cà Del Bosco,2013,LOMBARDIA,"€52,00","€67,60",0,"€0,00"
VINTAGE COLLECTION NOIR,Cà Del Bosco,2016,LOMBARDIA,"€84,00","€109,20",0,"€0,00"
VINTAGE TUNINA,Jermann,,FRIULI VENEZIA GIULIA,"€32,00","€41,60",12,"€384,00"
VINTAGE TUNINA MAGNUM,Jermann,2008,FRIULI VENEZIA GIULIA,"€62,00","€80,60",1,"€62,00"
VINUPETRA ETNA ROSSO,Vigneri,,SICILIA,"€31,50","€40,95",0,"€0,00"
VINUPETRA ETNA ROSSO,Vigneri,,SICILIA,"€23,00","€29,90",0,"€0,00"
VIOGNER,Mandrarossa,,SICILIA,"€5,80","€7,54",6,"€34,80"
VIOGNER,Petra,,TOSCANA,"€4,70","€6,11",0,"€0,00"
VIOGNER C.DU RHONE,Gigognan,,FRANCIA,"€14,20","€18,46",0,"€0,00"
VIOGNER VOLA VOLA,Fina,,SICILIA,"€6,50","€8,45",6,"€39,00"
VIOGNIER,Casale Del Giglio,,LAZIO,"€5,30","€6,89",0,"€0,00"
VIOLANTE UVA DI TROIA,Rivera,,PUGLIA,"€4,50","€5,85",0,"€0,00"
VIRGO MAGNUM NATURE,Bonfadini,2016,LOMBARDIA,"€60,00","€78,00",0,"€0,00"
VIS UVAE PINOT GRIGIO,Il Carpino,,FRIULI VENEZIA GIULIA,"€18,00","€23,40",12,"€216,00"
VISAGES ROSE,Baricchi,,PIEMONTE,"€13,60","€17,68",0,"€0,00"
