NOME,PRODUTTORE,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
RUM 21,Appleton,"€65,20","€84,76",0,"€0,00"
RUM 21y,El Dorado,"€71,00","€92,30",0,"€0,00"
RUM 23y,Mathusalem,"€39,50","€51,35",0,"€0,00"
RUM 5y,Plantation,"€18,70","€24,31",0,"€0,00"
RUM 60 GRADI,Hampden,"€36,00","€46,80",0,"€0,00"
RUM 7y,Abuelo,"€16,50","€21,45",0,"€0,00"
RUM 7y,Bacoo,"€25,50","€33,15",0,"€0,00"
RUM 7y,Bally,"€39,00","€50,70",0,"€0,00"
RUM 7y,Don Papa,"€29,00","€37,70",12,"€348,00"
RUM 8y,Barbancourt,"€19,50","€25,35",0,"€0,00"
RUM 8y,Botran,"€13,00","€16,90",0,"€0,00"
RUM AGED,Trois Rivieres,"€40,00","€52,00",0,"€0,00"
RUM AGRICOLE,Bally,"€15,00","€19,50",0,"€0,00"
RUM AL COCCO,Aluna,"€16,00","€20,80",0,"€0,00"
RUM ANEJO 5y,Barcelò,"€14,85","€19,31",0,"€0,00"
RUM ANNIVERSARIO,Diplomatico,"€26,00","€33,80",6,"€156,00"
RUM ANTIGUO,Cacique,"€42,79","€55,63",0,"€0,00"
RUM BARBADOS,Nation,"€22,00","€28,60",0,"€0,00"
RUM BARBADOS 2005,Plantation,"€29,00","€37,70",0,"€0,00"
RUM BARBADOS 5y,Plantation,"€16,00","€20,80",5,"€80,00"
RUM BAROKO,Don Papa,"€25,50","€33,15",6,"€153,00"
RUM BIANCO,Diplomatico,"€25,00","€32,50",0,"€0,00"
RUM BLANC,Rhum Rhum,"€37,00","€48,10",0,"€0,00"
RUM BLANC MACUBA,J.M,"€24,00","€31,20",0,"€0,00"
RUM BLENDED SAMBA,Samaroli,"€112,00","€145,60",0,"€0,00"
RUM CARONI,Nation,"€35,00","€45,50",0,"€0,00"
RUM CASIMIR,Clairin,"€26,60","€34,58",0,"€0,00"
RUM CASK BATCH,Caroni 2000,"€54,20","€70,46",0,"€0,00"
RUM CUBA 18,Vigia,"€49,00","€63,70",0,"€0,00"
RUM DEMERARA,Nation 23y,"€75,00","€97,50",0,"€0,00"
RUM DEMERARA GIOVANE,Nation,"€20,00","€26,00",0,"€0,00"
RUM DEMERARA SOLERA,Nation,"€26,00","€33,80",0,"€0,00"
"RUM EMPLOYEES KEVON ""SLIPPERY""",Caroni,"€1.000,00","€1.300,00",0,"€0,00"
RUM ENMORE,El Dorado,"€123,00","€159,90",0,"€0,00"
RUM ET.NEGRA,Zacapa,"€57,50","€74,75",0,"€0,00"
RUM ET.NEGRA,Zacapa,"€44,00","€57,20",0,"€0,00"
RUM EXTRAROMA,Arione 12,"€27,00","€35,10",0,"€0,00"
RUM FIJI LIMITED EDITION,Plantation,"€23,00","€29,90",0,"€0,00"
RUM FINISH TAWNY,Abuelo,"€0,00","€0,00",0,"€0,00"
RUM FOOL PROOF,Damoiseau,"€63,00","€81,90",0,"€0,00"
RUM GAYUMA,Don Papa,"€38,00","€49,40",0,"€0,00"
RUM GIOVANE 2009,Raimonenq,"€30,00","€39,00",0,"€0,00"
"RUM GRADAZIONE PIENA 69,00",Plantation,"€20,00","€26,00",0,"€0,00"
RUM GRADO NORMALE,Hampden,"€28,50","€37,05",0,"€0,00"
RUM GRAN RESERVA,Flor De Cana,"€14,00","€18,20",0,"€0,00"
RUM GUADALUPE,Trefois,"€43,50","€56,55",0,"€0,00"
RUM GUJANA,Plantation,"€28,50","€37,05",0,"€0,00"
RUM HAVANA CLUB + BICCHIERI,Havana Club,"€37,00","€48,10",0,"€0,00"
RUM HAVANA CLUB 3y,Havana Club,"€9,10","€11,83",0,"€0,00"
RUM HAVANA CLUB 7y,Havana Club,"€16,40","€21,32",0,"€0,00"
RUM HAVANA PACTO,Havana Club,"€20,00","€26,00",0,"€0,00"
RUM HORSE D'AGE 2008,J.M,"€140,00","€182,00",0,"€0,00"
RUM JAMAICA 23y,Nation 23y,"€78,00","€101,40",0,"€0,00"
RUM JAMAICA XO,Navy Island,"€22,50","€29,25",0,"€0,00"
RUM KRAKER,Kraker,"€14,00","€18,20",0,"€0,00"
RUM LE ROCHER,Clairin,"€26,60","€34,58",0,"€0,00"
RUM MANTUANO,Diplomatico,"€16,80","€21,84",0,"€0,00"
RUM MATURATO LE COMPTE,J.M,"€34,00","€44,20",0,"€0,00"
RUM MISTO MILL. 2002/07/09,J.M,"€38,00","€49,40",0,"€0,00"
RUM MONYMUSK 2012,Rest & Be Thankful,"€42,00","€54,60",0,"€0,00"
RUM NICARAGUA 15y,Fuente,"€32,00","€41,60",0,"€0,00"
RUM OLD 30y,Barcelo,"€75,00","€97,50",0,"€0,00"
RUM PANAMA,Nation 21y,"€50,00","€65,00",0,"€0,00"
RUM PERÙ,Plantation,"€24,00","€31,20",0,"€0,00"
RUM PERUANO 8y,Nation,"€23,50","€30,55",0,"€0,00"
RUM PINEAPPLE,Plantation,"€17,40","€22,62",0,"€0,00"
RUM PLANTATION,Depaz,"€30,00","€39,00",0,"€0,00"
RUM PORT MOURANT,El Dorado,"€132,50","€172,25",0,"€0,00"
RUM PORT MOURANT 2011,Nation,"€48,00","€62,40",0,"€0,00"
RUM POT STIL,Nation,"€14,50","€18,85",0,"€0,00"
RUM PREMIERE 1997,Caroni 1997,"€105,00","€136,50",0,"€0,00"
RUM RESERVE,Trinidat,"€11,00","€14,30",0,"€0,00"
RUM RESERVE VSOP,Trois Rivieres,"€27,00","€35,10",0,"€0,00"
RUM RIS ESPACIAL,Korukera,"€25,50","€33,15",0,"€0,00"
RUM RISERVA 2002,Diplomatico,"€61,00","€79,30",0,"€0,00"
RUM RISERVA EXCLUSIVA,Diplomatico,"€26,00","€33,80",0,"€0,00"
RUM ROSSI,Caroni,"€36,00","€46,80",0,"€0,00"
RUM ROSSI 10y,,"€23,00","€29,90",0,"€0,00"
RUM ROSSI&ROSSI,Jamaica 26y,"€87,00","€113,10",0,"€0,00"
RUM S.P.Q.R. BLENDED,Samaroli,"€70,00","€91,00",0,"€0,00"
RUM SAUJOUS,Clairin,"€28,50","€37,05",0,"€0,00"
RUM SHERRY CASK,Don Papa,"€47,50","€61,75",0,"€0,00"
RUM SINGLE 2007,Diplomatico,"€64,00","€83,20",0,"€0,00"
RUM SOLERA 15,Milionario,"€29,00","€37,70",0,"€0,00"
RUM SOLERA 1893,Botran,"€14,50","€18,85",0,"€0,00"
RUM SPEYSIDE,Santa Teresa,"€46,00","€59,80",0,"€0,00"
RUM TRINIDAD 2008,Plantation,"€24,50","€31,85",0,"€0,00"
RUM TWO OAKS 12y,Abuelo,"€39,00","€50,70",0,"€0,00"
RUM VENEZUELA,Moon Import,"€53,00","€68,90",0,"€0,00"
RUM VERSAILLES,El Dorado,"€110,00","€143,00",0,"€0,00"
RUM VIEUX,Neisson,"€40,00","€52,00",0,"€0,00"
RUM VIEUX 2003,Bielle,"€19,00","€24,70",0,"€0,00"
RUM VIEUX 2008,Raimonenq,"€37,00","€48,10",0,"€0,00"
RUM VILLA PARADISETTO,Chamarel 2013,"€55,00","€71,50",1,"€55,00"
RUM VILLA PARADISETTO,Monymusk 2007,"€78,00","€101,40",0,"€0,00"
RUM VILLA PARADISETTO,Privateer 2017,"€45,00","€58,50",1,"€45,00"
RUM VO,Damoiseau,"€21,00","€27,30",0,"€0,00"
RUM VO,La Mauny,"€25,35","€32,96",0,"€0,00"
RUM VSOP,Depaz,"€47,00","€61,10",0,"€0,00"
RUM VSOP,J.M,"€32,00","€41,60",6,"€192,00"
RUM WHITE,,"€13,10","€17,03",0,"€0,00"
RUM X.O,Zacapa,"€93,00","€120,90",0,"€0,00"
RUM XO,Damoiseau,"€27,00","€35,10",0,"€0,00"
RUM XO,J.M,"€42,50","€55,25",6,"€255,00"
RUM XO,La Mauny,"€36,00","€46,80",0,"€0,00"
RUM XV NAPOLEON,Abuelo,"€46,00","€59,80",0,"€0,00"
RUMVIEUX 2012,J.M,"€51,00","€66,30",0,"€0,00"
RUSSIAN CASK,Nine Leaves,"€85,00","€110,50",1,"€85,00"
RYE 10y,Whistle Pig,"€55,00","€71,50",0,"€0,00"
SAKE,Hakushika,"€14,00","€18,20",0,"€0,00"
SAKE,Kokoro,"€21,00","€27,30",0,"€0,00"
SAKÈ,Misen,"€19,50","€25,35",0,"€0,00"
SAKE JUNMAI,Shu,"€12,47","€16,21",0,"€0,00"
SAMBUCA,Colazingari,"€11,70","€15,21",6,"€70,20"
SAMBUCA DA LITRO,Molinari,"€11,21","€14,57",0,"€0,00"
SAMBUCA LIQUORE,St. Germain,"€24,00","€31,20",0,"€0,00"
SAMBUCO,Pojer,"€28,00","€36,40",0,"€0,00"
SARPA,Poli Jacopo,"€14,50","€18,85",6,"€87,00"
SARPA RIS ORO,Poli Jacopo,"€16,00","€20,80",6,"€96,00"
SASSICAIA,Poli Jacopo,"€46,00","€59,80",0,"€0,00"
SASSOLINO,Il Mallo,"€10,00","€13,00",0,"€0,00"
SAUTERNES,Sibona,"€16,50","€21,45",12,"€198,00"
SCAPA GLANSA,Scapa,"€30,00","€39,00",0,"€0,00"
SCAPA SKIREN,Scapa,"€27,50","€35,75",0,"€0,00"
SCOTCH 12y SR 2022,Lagavulin,"€92,00","€119,60",3,"€276,00"
SECRET ISLAY 2011/2021,Silver Seal,"€109,00","€141,70",0,"€0,00"
SECRET ORKNEY 2009,Signatory,"€44,00","€57,20",0,"€0,00"
SELECT,Select,"€10,00","€13,00",0,"€0,00"
SHERRI FINO,Real Tesoro,"€5,60","€7,28",0,"€0,00"
SHERRY,Sibona,"€16,50","€21,45",6,"€99,00"
SHERRY,Yushan,"€35,00","€45,50",0,"€0,00"
SHERRY CASK,Akashi,"€23,00","€29,90",0,"€0,00"
SHERRY CASK,West Cork,"€23,50","€30,55",0,"€0,00"
SHERRY WOOD,Hazelburn,"€63,00","€81,90",0,"€0,00"
SIBILLA AMARO,Varnelli,"€10,30","€13,39",0,"€0,00"
SIDRO,Sidro,"€6,70","€8,71",0,"€0,00"
SIDRO DEMI-SEC,Drouin,"€9,00","€11,70",0,"€0,00"
SINGLE CASK,Yamazakura,"€93,00","€120,90",0,"€0,00"
SINGLE MALT 12y,Tomatin,"€26,00","€33,80",0,"€0,00"
SINGLE MALT 5y,Akashi,"€77,50","€100,75",0,"€0,00"
SINGLE MALT GIAPPONE 15y,Yoichi,"€70,00","€91,00",0,"€0,00"
SKYE,Talisker,"€24,00","€31,20",0,"€0,00"
SLIWOVITZ,Domenis,"€17,50","€22,75",0,"€0,00"
SLOE GIN,Monkey 47,"€25,50","€33,15",0,"€0,00"
SMALL BATCH 2010,Long Pond,"€86,00","€111,80",2,"€172,00"
SMOKIVERSE,Ardbeg,"€68,00","€88,40",0,"€0,00"
SORBOLE BITTER,Distillering,"€12,95","€16,84",0,"€0,00"
SORI,Berta,"€13,70","€17,81",0,"€0,00"
SPEY SPEYSIDE 2012,Samaroli,"€87,00","€113,10",0,"€0,00"
STONE TERRACE VINTAGE 2017,Graham'S,"€171,00","€222,30",0,"€0,00"
STRAIGHT FROM THE BARREL,Blanton'S,"€165,00","€214,50",1,"€165,00"
STRAVECCHIA DI BAROLO,Montanaro,"€13,50","€17,55",0,"€0,00"
SUPER,Nikka,"€37,99","€49,39",0,"€0,00"
SUSINE MIRABELLE,Capovilla,"€46,00","€59,80",0,"€0,00"
TAILORED,Nikka,"€74,00","€96,20",0,"€0,00"
TAKETSURU 21y,Nikka,"€70,00","€91,00",0,"€0,00"
TAKETSURU NO AGE,Nikka,"€42,00","€54,60",0,"€0,00"
TAWNI,Cruz,"€5,40","€7,02",0,"€0,00"
TAWNY PORT,Barros,"€11,00","€14,30",12,"€132,00"
TEKETSURU 12y,Nikka,"€66,00","€85,80",0,"€0,00"
TENNESSE WHISKEY 2003/2021,Silver Seal,"€149,00","€193,70",0,"€0,00"
TEQUILA,3 Sombreros,"€0,00","€0,00",0,"€0,00"
TEQUILA,Casamigos,"€40,50","€52,65",0,"€0,00"
TEQUILA,Clase Azul,"€103,00","€133,90",0,"€0,00"
TEQUILA ANEJO,Casamigos,"€35,00","€45,50",0,"€0,00"
TEQUILA ANEJO,El Mayor,"€32,00","€41,60",0,"€0,00"
TEQUILA ANEJO,Herradura,"€31,00","€40,30",0,"€0,00"
TEQUILA ANEJO,La Cofraida,"€22,30","€28,99",0,"€0,00"
TEQUILA ANEJO,Padre Azul,"€67,50","€87,75",0,"€0,00"
TEQUILA ANEJO,Tre Sombreros,"€19,21","€24,97",0,"€0,00"
TEQUILA AUHMADO,Rooster Rojo,"€21,00","€27,30",0,"€0,00"
TEQUILA BLANCO,El Jimador,"€16,50","€21,45",0,"€0,00"
TEQUILA BLANCO,Exotico,"€16,60","€21,58",0,"€0,00"
TEQUILA CAVA,Augustin,"€22,00","€28,60",0,"€0,00"
TEQUILA CAVA REPOSADA,Augustin,"€19,00","€24,70",0,"€0,00"
TEQUILA EXTRA ANEJO,Herencia Mexicana,"€54,00","€70,20",0,"€0,00"
TEQUILA EXTRA ANEJO,Tequila Rossi&Rossi,"€54,00","€70,20",0,"€0,00"
TEQUILA PLATA,Riazul,"€41,00","€53,30",0,"€0,00"
TEQUILA REPOSADA,La Cofraida,"€24,60","€31,98",0,"€0,00"
TEQUILA REPOSADA,Orendain,"€34,30","€44,59",0,"€0,00"
TEQUILA REPOSADA,Tequila Rossi&Rossi,"€23,00","€29,90",0,"€0,00"
TEQUILA REPOSADO,Casamigos,"€31,00","€40,30",0,"€0,00"
TEQUILA REPOSADO,Clase Azul,"€198,00","€257,40",0,"€0,00"
TEQUILA REPOSADO,El Jimador,"€12,50","€16,25",0,"€0,00"
TEQUILA REPOSADO,El Mayor,"€31,00","€40,30",0,"€0,00"
TEQUILA REPOSADO,Herradura,"€21,00","€27,30",0,"€0,00"
TEQUILA REPOSADO,Rooster Rojo,"€20,00","€26,00",0,"€0,00"
TEQUILA REPOSADO,Sangre De Vida,"€39,50","€51,35",0,"€0,00"
TEQUILA XA LUMINOUS,Volcan,"€108,00","€140,40",0,"€0,00"
TEROLDEGO,Marzadro,"€12,00","€15,60",0,"€0,00"
"THE ARCADIAN GAIA 2,1",Waterford,"€52,00","€67,60",0,"€0,00"
THE LAST ONE ANNIVERSARIE,Neisson,"€500,00","€650,00",1,"€500,00"
TOJI EIGASHIMA SHUZO,Akashi,"€26,90","€34,97",0,"€0,00"
TONICO,Varnelli,"€9,90","€12,87",0,"€0,00"
TORCOLATO BARRIQUE LEGNO,Poli Jacopo,"€36,00","€46,80",0,"€0,00"
TORCOLATO SELEZ.,Poli Jacopo,"€27,50","€35,75",0,"€0,00"
TRAMINER BARRIQUE,Pisoni,"€19,00","€24,70",0,"€0,00"
TRANSATLANTIC,Beluga,"€28,50","€37,05",0,"€0,00"
TRE SOLI,Berta,"€64,00","€83,20",0,"€0,00"
TRINIDAD,Rum Explorer,"€25,00","€32,50",0,"€0,00"
TRIPLE SEC,Cartron,"€14,50","€18,85",0,"€0,00"
TRIPLE SEC,Monin,"€14,80","€19,24",0,"€0,00"
UVA UVA,Brunello,"€14,00","€18,20",0,"€0,00"
UVA VIVA,Poli Jacopo,"€15,70","€20,41",0,"€0,00"
VALDAVI MOSCATO,Berta,"€14,00","€18,20",0,"€0,00"
VEP GIALLA,Chartreuse,"€113,00","€146,90",0,"€0,00"
VEP VERTE,Chartreuse,"€123,00","€159,90",0,"€0,00"
VERDE,Assenzio Rinaldi,"€17,50","€22,75",0,"€0,00"
VERMHUT,Noilly,"€9,60","€12,48",0,"€0,00"
VERMOUTH,Fertuna,"€12,50","€16,25",0,"€0,00"
VERMOUTH,Montanaro,"€10,90","€14,17",0,"€0,00"
VERMOUTH,Professore,"€16,00","€20,80",0,"€0,00"
VERMOUTH,Vico,"€21,00","€27,30",0,"€0,00"
VERMOUTH AL MIRTO SARDEGNA,Macchia,"€13,70","€17,81",0,"€0,00"
VERMOUTH BIANCO,Lillet,"€12,20","€15,86",0,"€0,00"
VERMOUTH BIANCO,Oddero,"€17,80","€23,14",0,"€0,00"
VERMOUTH BIANCO/ROSSO,Beccaris,"€13,00","€16,90",0,"€0,00"
VERMOUTH BIANCO/ROSSO,Contratto,"€11,00","€14,30",0,"€0,00"
VERMOUTH CHINATO,Professore,"€14,70","€19,11",0,"€0,00"
VERMOUTH RISERVA BIANCO,Lillet,"€17,60","€22,88",0,"€0,00"
VERMOUTH ROSÈ,Lillet,"€9,00","€11,70",0,"€0,00"
VERMOUTH ROSSO,Anselmo,"€17,00","€22,10",0,"€0,00"
VERMOUTH ROSSO,Carta,"€19,00","€24,70",0,"€0,00"
VERMOUTH ROSSO,Desidera,"€13,80","€17,94",0,"€0,00"
VERMOUTH ROSSO,Lillet,"€11,50","€14,95",0,"€0,00"
VERMOUTH ROSSO,Oddero,"€17,80","€23,14",0,"€0,00"
VERMOUTH ROSSO,Professore,"€16,00","€20,80",0,"€0,00"
VERMUTH BIANCO E ROSSO,Carlo Alberto,"€14,50","€18,85",0,"€0,00"
VERMUTH DOPO TEATRO,Cocchi,"€15,50","€20,15",6,"€93,00"
VERMUTH VECCHIA TORINO STORICO,Cocchi,"€14,00","€18,20",12,"€168,00"
VERTE,Chartreuse,"€25,50","€33,15",6,"€153,00"
VESPAIOLO SELEZ.,Poli Jacopo,"€27,50","€35,75",0,"€0,00"
VINTAGE,Cruz,"€10,50","€13,65",0,"€0,00"
VINTAGE 1961,Taylor,"€132,00","€171,60",1,"€132,00"
VINTAGE 1994,Dow'S,"€0,00","€0,00",2,"€0,00"
VINTAGE 2003,Pescarmona,"€26,75","€34,78",0,"€0,00"
VINTAGE 2012,Barros,"€43,00","€55,90",6,"€258,00"
VINTAGE 2017,Noval,"€68,00","€88,40",2,"€136,00"
VINTAGE LUSSO SEI STELLE,Bonollo,"€66,00","€85,80",0,"€0,00"
VODKA,Abnormal,"€15,40","€20,02",0,"€0,00"
VODKA,Akdov,"€9,00","€11,70",0,"€0,00"
VODKA,Beluga,"€24,00","€31,20",6,"€144,00"
VODKA,Below 42,"€12,00","€15,60",0,"€0,00"
VODKA,Belvedere,"€28,00","€36,40",0,"€0,00"
VODKA,Cariel,"€19,00","€24,70",0,"€0,00"
VODKA,Ciroc,"€21,00","€27,30",0,"€0,00"
VODKA,Crystal Head,"€30,50","€39,65",0,"€0,00"
VODKA,Ghost,"€20,00","€26,00",0,"€0,00"
VODKA,Green Meadow,"€16,00","€20,80",0,"€0,00"
VODKA,Grey Goose,"€26,50","€34,45",0,"€0,00"
VODKA,Imperial Golden Snow,"€20,00","€26,00",0,"€0,00"
VODKA,Kauffman,"€24,00","€31,20",0,"€0,00"
VODKA,Xellent,"€29,00","€37,70",0,"€0,00"
VODKA,Luv70,"€42,50","€55,25",0,"€0,00"
VODKA,Mamont,"€0,00","€0,00",0,"€0,00"
VODKA,Maschio Licio,"€14,00","€18,20",0,"€0,00"
VODKA,Mikolash,"€13,00","€16,90",0,"€0,00"
VODKA,Moskovskaia,"€8,92","€11,60",0,"€0,00"
VODKA,Roberto Cavalli,"€29,00","€37,70",0,"€0,00"
VODKA,Tenjaku,"€13,25","€17,23",0,"€0,00"
VODKA,Three Sixty,"€12,00","€15,60",0,"€0,00"
VODKA,Tito'S,"€16,00","€20,80",0,"€0,00"
VODKA,Tovaritch,"€11,00","€14,30",6,"€66,00"
VODKA,Vertical Chartreause,"€10,50","€13,65",0,"€0,00"
VODKA,Zubrowka,"€8,80","€11,44",0,"€0,00"
VODKA 10,Belvedere,"€105,00","€136,50",3,"€315,00"
VODKA 100 NERO,Absolut,"€17,70","€23,01",0,"€0,00"
VODKA ASS.,Absolut,"€10,66","€13,86",0,"€0,00"
VODKA BEELUGA,Beluga,"€26,00","€33,80",0,"€0,00"
VODKA BELUGA MAGNUM,Beluga,"€60,00","€78,00",3,"€180,00"
VODKA BLACK,Smirnoff,"€11,70","€15,21",0,"€0,00"
VODKA BLÙ,Absolut,"€11,40","€14,82",0,"€0,00"
VODKA COFFEY,Nikka,"€30,00","€39,00",0,"€0,00"
VODKA ELIT,Stolichnaya,"€28,00","€36,40",0,"€0,00"
VODKA ELYX,Absolut,"€31,00","€40,30",0,"€0,00"
VODKA GOLD,Belenkaya,"€11,50","€14,95",0,"€0,00"
VODKA GOLD,Stolichnaya,"€10,80","€14,04",0,"€0,00"
VODKA GRASS 1 LT,Zubrowka,"€0,00","€0,00",0,"€0,00"
VODKA INVECCHIATA,Akdov,"€14,90","€19,37",0,"€0,00"
VODKA MAGNUM,Belvedere,"€68,00","€88,40",0,"€0,00"
VODKA MAGNUM,Grey Goose,"€65,00","€84,50",0,"€0,00"
VODKA NERA,Belvedere,"€29,50","€38,35",0,"€0,00"
VODKA PREMIUN100 PROOF,Stolichnaya,"€9,00","€11,70",0,"€0,00"
VODKA RED,Smirnoff,"€6,70","€8,71",0,"€0,00"
VODKA V.X,Grey Goose,"€63,00","€81,90",0,"€0,00"
VODKA/CITRONEN,Grey Goose,"€26,50","€34,45",0,"€0,00"
WASHINGTON AMARO ARANCIA,Jefferson,"€18,50","€24,05",6,"€111,00"
WHISKEY,Ballantain,"€13,30","€17,29",0,"€0,00"
WHISKEY,Balvenie 14y,"€43,50","€56,55",0,"€0,00"
WHISKEY,Balvenie 21y,"€65,00","€84,50",0,"€0,00"
WHISKEY,Benromach 10y,"€33,50","€43,55",0,"€0,00"
WHISKEY,Blanton'S Bourbon 98,"€41,40","€53,82",0,"€0,00"
WHISKEY,Bowmore 12,"€28,50","€37,05",0,"€0,00"
WHISKEY,Bushmills,"€12,00","€15,60",0,"€0,00"
WHISKEY,Caol Ila 25y,"€98,00","€127,40",0,"€0,00"
WHISKEY,Caol Ila 8y,"€38,64","€50,23",0,"€0,00"
WHISKEY,Caol Ila '95,"€43,85","€57,01",0,"€0,00"
WHISKEY,Caol Ila1984 Gr.Piena,"€98,00","€127,40",0,"€0,00"
WHISKEY,Caol Ila Moch,"€32,00","€41,60",0,"€0,00"
WHISKEY,Cardhu 12y,"€23,00","€29,90",0,"€0,00"
WHISKEY,Chivas 18y,"€34,00","€44,20",0,"€0,00"
WHISKEY,Clynelish 16y,"€37,40","€48,62",0,"€0,00"
WHISKEY,Dalmore 12y,"€28,00","€36,40",0,"€0,00"
WHISKEY,Dalawhinnie Dm,"€55,00","€71,50",0,"€0,00"
WHISKEY,Dalmore 12y,"€35,00","€45,50",0,"€0,00"
WHISKEY,Dimple,"€21,00","€27,30",0,"€0,00"
WHISKEY,Famous Grouse,"€14,50","€18,85",0,"€0,00"
WHISKEY,Fusion 12y,"€37,70","€49,01",0,"€0,00"
WHISKEY,Glenlivet Archive,"€41,00","€53,30",0,"€0,00"
WHISKEY,Glen Grant 25y,"€80,00","€104,00",0,"€0,00"
WHISKEY,Glen Grant 31y,"€59,20","€76,96",0,"€0,00"
WHISKEY,Glen Fiddich,"€29,50","€38,35",0,"€0,00"
WHISKEY,Glendronach 12y,"€18,10","€23,53",0,"€0,00"
WHISKEY,Glengoyne 10y,"€26,00","€33,80",0,"€0,00"
WHISKEY,Glengoyne 21y,"€47,30","€61,49",0,"€0,00"
WHISKEY,Glenmorangie15y,"€32,35","€42,06",0,"€0,00"
WHISKEY,Glenrothes '89,"€44,60","€57,98",0,"€0,00"
WHISKEY,Glenrothes '92,"€39,00","€50,70",0,"€0,00"
WHISKEY,Glenrothes'84,"€57,00","€74,10",0,"€0,00"
WHISKEY,Glenrothes Reserve,"€29,50","€38,35",0,"€0,00"
WHISKEY,Glen Ord,"€91,00","€118,30",0,"€0,00"
WHISKEY,Cragganmore 12y,"€0,00","€0,00",0,"€0,00"
WHISKEY,Grant'S,"€10,00","€13,00",0,"€0,00"
WHISKEY,Highland Park '30,"€77,20","€100,36",0,"€0,00"
WHISKEY,Highland Park 1976,"€53,00","€68,90",0,"€0,00"
WHISKEY,Highland Park 23y,"€78,00","€101,40",0,"€0,00"
WHISKEY,Highland Park 24y,"€76,00","€98,80",0,"€0,00"
WHISKEY,Highland Park 15y,"€26,00","€33,80",0,"€0,00"
WHISKEY,Highland Park18y,"€41,00","€53,30",0,"€0,00"
WHISKEY,Islay Mist 12y,"€21,00","€27,30",0,"€0,00"
WHISKEY,Islay Mist 17y,"€30,00","€39,00",0,"€0,00"
WHISKEY,Islay Manzanilla,"€40,00","€52,00",0,"€0,00"
WHISKEY,Jim Beam,"€23,00","€29,90",0,"€0,00"
WHISKEY,Jameson Black Barrel,"€22,00","€28,60",0,"€0,00"
WHISKEY,Knob Creek,"€24,00","€31,20",0,"€0,00"
WHISKEY,Lagavulin 12y,"€59,00","€76,70",0,"€0,00"
WHISKEY,Linkwood 12y,"€23,40","€30,42",0,"€0,00"
WHISKEY,Longmorn,"€37,50","€48,75",0,"€0,00"
WHISKEY,Macallan 15y,"€38,00","€49,40",0,"€0,00"
WHISKEY,Macallan 25y Fin Oak,"€135,00","€175,50",0,"€0,00"
WHISKEY,Macallan Amber,"€33,00","€42,90",0,"€0,00"
WHISKEY,Macallan Sienna,"€52,00","€67,60",0,"€0,00"
WHISKEY,Milton Duff 22y,"€132,00","€171,60",0,"€0,00"
WHISKEY,Mortlach1990,"€380,00","€494,00",0,"€0,00"
WHISKEY,Port Ellen 29y,"€187,14","€243,28",0,"€0,00"
WHISKEY,Port Ellen 18y,"€56,80","€73,84",0,"€0,00"
WHISKEY,Port Ellen 21y,"€74,60","€96,98",0,"€0,00"
WHISKEY,Port Ellen 25y,"€85,00","€110,50",0,"€0,00"
WHISKEY,Rosebank,"€198,98","€258,67",0,"€0,00"
WHISKEY,Sherry Wood,"€67,00","€87,10",0,"€0,00"
WHISKEY,Sibona,"€16,50","€21,45",6,"€99,00"
WHISKEY,Smokehead,"€28,70","€37,31",0,"€0,00"
WHISKEY,Spey Bridge,"€31,50","€40,95",0,"€0,00"
WHISKEY,Talisker Dm,"€35,00","€45,50",0,"€0,00"
WHISKEY,Talisker Port Ruighe,"€25,00","€32,50",0,"€0,00"
WHISKEY,Talisker 18y,"€66,00","€85,80",0,"€0,00"
WHISKEY,Talisker Storm,"€26,00","€33,80",0,"€0,00"
WHISKEY,Talisker 15y,"€75,00","€97,50",0,"€0,00"
WHISKEY,Talisker 25y,"€122,22","€158,89",0,"€0,00"
WHISKEY,Talisker '89,"€54,10","€70,33",0,"€0,00"
WHISKEY,Tamdhu 10y,"€32,00","€41,60",0,"€0,00"
WHISKEY,Tormore 12y,"€18,10","€23,53",0,"€0,00"
WHISKEY,Tullamore Dew 12y,"€22,50","€29,25",0,"€0,00"
WHISKEY,Tullamore Dew 14y,"€28,00","€36,40",0,"€0,00"
WHISKEY,Walker Blu Label,"€153,00","€198,90",1,"€153,00"
WHISKEY,Walker Green Label,"€30,00","€39,00",0,"€0,00"
WHISKEY,Walker Gold Reserve,"€30,00","€39,00",0,"€0,00"
WHISKEY,Walker Platinum,"€47,00","€61,10",0,"€0,00"
WHISKEY,Yellow Rose,"€26,00","€33,80",0,"€0,00"
WHISKEY 10y,Bulleit,"€25,00","€32,50",0,"€0,00"
WHISKEY 10y,Bushmills,"€23,50","€30,55",6,"€141,00"
WHISKEY 10y,Talisker,"€28,00","€36,40",0,"€0,00"
WHISKEY 10y ORIGINAL CASK,Laphroaig,"€26,50","€34,45",6,"€159,00"
WHISKEY 10y SR 2022,Oban,"€75,00","€97,50",0,"€0,00"
WHISKEY 10y/12y,Glenmorangie,"€28,00","€36,40",12,"€336,00"
WHISKEY 11y SR 2022,Talisker,"€74,00","€96,20",0,"€0,00"
WHISKEY 12y,Brackla,"€32,50","€42,25",0,"€0,00"
WHISKEY 12y,Bunnahabhain,"€30,00","€39,00",0,"€0,00"
WHISKEY 12y,Caol Ila,"€35,00","€45,50",0,"€0,00"
